,No,제목,학과,과정,년도,href,RNN_SCORE
0,83,"California State University, Long Beach.",역사문화학과,학부,2016-2017,/partner/expReport.asp?id=14238&page=1&bgbn=R,0.5163494348526001
1,82,꿈만 같았던 교환학생,체육교육학과,학부,2015-2016,/partner/expReport.asp?id=13124&page=1&bgbn=R,0.7910759449005127
2,81,세상보는 눈을 넓혀준 소중했던 교환학생 생활,스포츠레저학과,학부,2015-2016,/partner/expReport.asp?id=12935&page=1&bgbn=R,0.7737224698066711
3,80,꿈만 같았던 10개월간의 해변가,도시공학과,학부,2015-2016,/partner/expReport.asp?id=12934&page=1&bgbn=R,0.7453016042709351
4,79,따뜻한 햇살아래 행복했던 CSULB에서의 한 학기,정치외교학과,학부,2014,/partner/expReport.asp?id=12312&page=1&bgbn=R,0.9505178928375244
5,78,영원히 기억에 남을 1년간의 CSULB교환학생 생활,문헌정보학과,학부,2014-2015,/partner/expReport.asp?id=12142&page=1&bgbn=R,0.9196063280105591
6,77,CSULB에서의 생활,국어국문학과,학부,2014,/partner/expReport.asp?id=12082&page=1&bgbn=R,0.7055066227912903
7,76,CSULB 라이프,기계공학과,학부,2014-2015,/partner/expReport.asp?id=11940&page=1&bgbn=R,0.568061888217926
8,75,롱비치 라이프,스포츠레저학과,학부,2014-2015,/partner/expReport.asp?id=11870&page=1&bgbn=R,0.568061888217926
9,74,햇살 가득한 롱비치에서의 일년,화공생명공학과,학부,2013-2014,/partner/expReport.asp?id=7368&page=1&bgbn=R,0.8352160453796387
10,73,그리운 Long Beach^^,경영학과,학부,2013-2014,/partner/expReport.asp?id=7312&page=2&bgbn=R,0.694303035736084
11,72,Go Beach!!,체육교육학과,학부,2013-2014,/partner/expReport.asp?id=7103&page=2&bgbn=R,0.515648603439331
12,71,Go Beach!,체육교육학과,학부,2013-2014,/partner/expReport.asp?id=7102&page=2&bgbn=R,0.515648603439331
13,70,따뜻한 해변아래 교환학생,경영학과,학부,2008,/partner/expReport.asp?id=6755&page=2&bgbn=R,0.939842939376831
14,69,정다운 롱비치에서의 한학기,경제학과,학부,2013,/partner/expReport.asp?id=6739&page=2&bgbn=R,0.7022072076797485
15,68,"평생 잊지 못할, 롱비치에서의 즐거웠던 1년",경제학과,학부,2012-2013,/partner/expReport.asp?id=6655&page=2&bgbn=R,0.9696297645568848
