,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,41,브라이튼에서 1학기,경영학과,학부,2016,/partner/expReport.asp?id=13428&page=1&bgbn=R,1,0.49347519874572754
1,40,브라이튼대에서의 요란했던 한 학기,교육학과,학부,2016,/partner/expReport.asp?id=13293&page=1&bgbn=R,1,0.48500171303749084
2,39,브라이튼대 2016년 1학기,생활디자인학과,학부,2016,/partner/expReport.asp?id=13141&page=1&bgbn=R,1,0.6188163757324219
3,38,"영국 같지 않은 영국, 브라이튼에서의 한 학기",행정학/문화비평학,학부,2015,/partner/expReport.asp?id=12654&page=1&bgbn=R,0,0.6169640421867371
4,37,브라이튼에서의 1년,문화디자인경영,학부,2014-2015,/partner/expReport.asp?id=12230&page=1&bgbn=R,0,0.731432318687439
5,36,브라이튼에서의 한 학기,노어노문학과,학부,2015,/partner/expReport.asp?id=12086&page=1&bgbn=R,1,0.731432318687439
6,35,브라이튼에서의 한 학기,행정학과,학부,2013,/partner/expReport.asp?id=7492&page=1&bgbn=R,1,0.731432318687439
7,34,브라이튼에서의 한학기,영어영문학과,학부,2013,/partner/expReport.asp?id=7276&page=1&bgbn=R,1,0.731432318687439
8,33,브라이튼 가을학기 파견,영어영문학과,학부,2013,/partner/expReport.asp?id=6916&page=1&bgbn=R,1,0.700219452381134
9,32,Brighton Brighton Brighton,중어중문학과,학부,2013,/partner/expReport.asp?id=6889&page=1&bgbn=R,1,0.515648603439331
10,31,"신사의 나라 영국, 힙스터의 도시 브라이튼에서의 한 학기",불어불문학,학부,2013,/partner/expReport.asp?id=6857&page=2&bgbn=R,1,0.7355228662490845
11,30,영국에서의 1년,사학과,학부,2012-2013,/partner/expReport.asp?id=6556&page=2&bgbn=R,0,0.7398717999458313
12,29,브라이튼에서 한학기,영어영문학과,학부,2013,/partner/expReport.asp?id=6490&page=2&bgbn=R,1,0.469870924949646
13,28,브라이튼에서 한 학기,신문방송학과,학부,2013,/partner/expReport.asp?id=6469&page=2&bgbn=R,1,0.469870924949646
14,27,브라이튼에서의 한학기,경제학과,학부,2012,/partner/expReport.asp?id=6299&page=2&bgbn=R,1,0.731432318687439
15,26,Brighton,영어영문학과,학부,2012,/partner/expReport.asp?id=6203&page=2&bgbn=R,0,0.50729900598526
16,25,브라이튼에서 보낸 일 년,사학과,학부,2012,/partner/expReport.asp?id=6019&page=2&bgbn=R,1,0.507738471031189
17,24,Bright Brighton,국어국문학과,학부,2012,/partner/expReport.asp?id=5917&page=2&bgbn=R,1,0.5230967998504639
18,23,영국에서의 일년.,심리학과,학부,2010-2011,/partner/expReport.asp?id=5759&page=2&bgbn=R,1,0.744662880897522
19,22,브라이튼 대학에서의 일년,영문학 및 신방과,학부,2011-2012,/partner/expReport.asp?id=5713&page=2&bgbn=R,1,0.7041935324668884
20,21,영국 해안도시 브라이튼에서의 꿈 같았던 1년,경영학과,학부,2011-2012,/partner/expReport.asp?id=5663&page=3&bgbn=R,1,0.9226210713386536
21,20,브라이튼에서의 한학기,생화학,학부,2011,/partner/expReport.asp?id=5543&page=3&bgbn=R,1,0.731432318687439
22,19,브라이튼에서의 한학기,영어영문학과,학부,2011,/partner/expReport.asp?id=5468&page=3&bgbn=R,1,0.731432318687439
23,18,"2011,Uni of Brighton",정치외교학과,학부,2011,/partner/expReport.asp?id=5246&page=3&bgbn=R,1,0.5122702717781067
24,17,평생 잊지못할 영국에서의 1년,영어영문학과,학부,2010,/partner/expReport.asp?id=4863&page=3&bgbn=R,1,0.941673755645752
25,16,My bright memories in Brighton,사학과,학부,2009,/partner/expReport.asp?id=4852&page=3&bgbn=R,1,0.5122702717781067
