,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,29,모스크바 국립 대학교에서 지낸 한 학기,노어노문학과,학부,2020,/partner/expReport.asp?id=16667&page=1&bgbn=R,1,0.7665061354637146
1,28,모스크바 국립 대학에서의 한학기,노어노문학과,학부,2019,/partner/expReport.asp?id=15792&page=1&bgbn=R,1,0.638635516166687
2,27,모스크바 국립대학교 경험보고서,노어노문학과,학부,2019,/partner/expReport.asp?id=15762&page=1&bgbn=R,0,0.7256629467010498
3,26,1년간의 모스크바 교환학생 생활,노어노문학과,학부,2018,/partner/expReport.asp?id=15318&page=1&bgbn=R,1,0.6140276193618774
4,25,교환학생 파견보고서,노어노문학과,학부,2018,/partner/expReport.asp?id=15286&page=1&bgbn=R,0,0.5819611549377441
5,24,2018-2019 모스크바 엠게우 교환학생 경험보고서,노어노문학과,학부,2018-2019,/partner/expReport.asp?id=15236&page=1&bgbn=R,0,0.6134040355682373
6,23,2017-2018 교환학생 파견 경험 보고서,노어노문학과,학부,2017-2018,/partner/expReport.asp?id=14983&page=1&bgbn=R,0,0.6099135279655457
7,22,2017년도 가을학기 교환학생 파견보고서,노어노문학과,학부,2017,/partner/expReport.asp?id=14363&page=1&bgbn=R,1,0.7148595452308655
8,21,모스크바국립대학,동아시아국제학부,학부,2016-2017,/partner/expReport.asp?id=13624&page=1&bgbn=R,0,0.4601812958717346
9,20,모스크바국립대학교,정치외교학과,학부,2015,/partner/expReport.asp?id=12668&page=1&bgbn=R,0,0.5612130761146545
10,19,모스크바 국립 대학교,노어노문학과,학부,2015,/partner/expReport.asp?id=12545&page=2&bgbn=R,0,0.5612130761146545
11,18,모스크바국립대학교,노어노문학과,학부,2015,/partner/expReport.asp?id=12535&page=2&bgbn=R,0,0.5612130761146545
12,17,모스크바 국립 대학교 교환학생 경험보고서,노어노문학과,학부,2013-2014,/partner/expReport.asp?id=7191&page=2&bgbn=R,0,0.7469177842140198
13,16,봄학기 교환학생 보고서,노어노문학과,학부,2014,/partner/expReport.asp?id=7185&page=2&bgbn=R,0,0.6035029292106628
14,15,모스크바국립대학 교환학생 보고서,노어노문학과,학부,2013,/partner/expReport.asp?id=6868&page=2&bgbn=R,0,0.5449610948562622
15,14,러시아에서의 공부를 마치고,노어노문학과,학부,2012,/partner/expReport.asp?id=6506&page=2&bgbn=R,1,0.6159351468086243
16,13,모스크바에서 2월부터 6월까지,노어노문학과,학부,2013,/partner/expReport.asp?id=6425&page=2&bgbn=R,1,0.5178636908531189
17,12,모스크바 생활을 뒤돌아보며,동아시아 국제학부,학부,2012,/partner/expReport.asp?id=6180&page=2&bgbn=R,1,0.8909046053886414
18,11,모스크바국립 대학교 '엠게우'에서의 1년,노어노문학과,학부,2012,/partner/expReport.asp?id=6101&page=2&bgbn=R,0,0.7698971033096313
19,10,МГУ 교환학생 경험보고서,노어노문학과,학부,2009,/partner/expReport.asp?id=4528&page=2&bgbn=R,0,0.6136277318000793
20,9,모스크바에서의 한 학기,노어노문학과,학부,2010,/partner/expReport.asp?id=4313&page=3&bgbn=R,1,0.645369291305542
21,8,모스크바 국립대학 교환학생 경험보고서,경제학과,학부,2008-2009,/partner/expReport.asp?id=3645&page=3&bgbn=R,0,0.556098997592926
22,7,모스크바 국립 대학,노어노문,학부,2008-2009,/partner/expReport.asp?id=3618&page=3&bgbn=R,1,0.4601812958717346
23,6,모스크바 국립대학에서의 1학기,노어노문학과,학부,2006,/partner/expReport.asp?id=2414&page=3&bgbn=R,1,0.7018207311630249
24,5,러시아 국립대학에서의 교환학생~,노어노문학전공,학부,2004,/partner/expReport.asp?id=1417&page=3&bgbn=R,0,0.7136769890785217
25,4,Moscow State University-서진영,노어노문학전공,학부,2004,/partner/expReport.asp?id=1397&page=3&bgbn=R,1,0.5001710653305054
26,3,모스크바 국립대학에서의 교환학생 생활,신문방송학과,학부,2004,/partner/expReport.asp?id=1246&page=3&bgbn=R,0,0.6502313017845154
27,2,모스크바대학 경험보고서,노어노문학전공,학부,2002-2003,/partner/expReport.asp?id=1238&page=3&bgbn=R,0,0.5599263906478882
28,1,Moscow-황정윤,노어노문학전공,학부,1996,/partner/expReport.asp?id=3&page=3&bgbn=R,1,0.3983759880065918
