,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,25,WashU 봄학기 경험보고서,생명과학,학부,2018,/partner/expReport.asp?id=14720&page=1&bgbn=R,1,0.6687370538711548
1,24,WashU에서의 1년,영어영문학과과,학부,2016-2017,/partner/expReport.asp?id=14270&page=1&bgbn=R,0,0.731432318687439
2,23,교환학생 생활을 뒤돌아보며,경영학과,학부,2017,/partner/expReport.asp?id=14236&page=1&bgbn=R,1,0.9203375577926636
3,22,세인트루이스 워싱턴대 경험보고서,경제학과,학부,2017,/partner/expReport.asp?id=14009&page=1&bgbn=R,1,0.8185839653015137
4,21,Wash U에서의 보람찬 한 학기를 마치며,정치외교학과,학부,2015,/partner/expReport.asp?id=12724&page=1&bgbn=R,1,0.9172232151031494
5,20,와슈에서의 교환학생 생활,사회학과,학부,2015,/partner/expReport.asp?id=12498&page=1&bgbn=R,0,0.7123725414276123
6,19,와슈에서의 한 학기,UIC 아시아학,학부,2015,/partner/expReport.asp?id=12378&page=1&bgbn=R,1,0.731432318687439
7,18,WashU에서 보냈던 한 학기,심리학과,학부,2015,/partner/expReport.asp?id=11845&page=1&bgbn=R,1,0.5980356335639954
8,17,와슈에서의 1년,경영학과,학부,2013,/partner/expReport.asp?id=6958&page=1&bgbn=R,0,0.731432318687439
9,16,WashU에서의 한 학기,의예과,학부,2013,/partner/expReport.asp?id=6439&page=1&bgbn=R,1,0.731432318687439
10,15,많은 것을 배우고온 WashU에서의 한학기,정치외교학과,학부,2012,/partner/expReport.asp?id=5605&page=2&bgbn=R,1,0.7387970685958862
11,14,와슈의 1년,경영학과,학부,2010-2011,/partner/expReport.asp?id=4910&page=2&bgbn=R,0,0.5230967998504639
12,13,Washu에서의 내 생애 최고 1년,경영학과,학부,2009-2010,/partner/expReport.asp?id=4205&page=2&bgbn=R,1,0.9715136289596558
13,12,Washu로의 교환,UIC 경제,학부,2009,/partner/expReport.asp?id=3844&page=2&bgbn=R,0,0.48803189396858215
14,11,Wash U.에서의 인상깊었던 한학기,영어영문학과,학부,2008,/partner/expReport.asp?id=3426&page=2&bgbn=R,1,0.9591401815414429
15,10,WashU에서 보낸 한 학기,영어영문,학부,2008,/partner/expReport.asp?id=3250&page=2&bgbn=R,1,0.5980356335639954
16,9,WashU에서 1년,영어영문학과,학부,2007-2008,/partner/expReport.asp?id=3067&page=2&bgbn=R,1,0.469870924949646
17,8,Washington University in St. Louis에서의 1년,경영학과,학부,2004-2005,/partner/expReport.asp?id=1888&page=2&bgbn=R,1,0.6647841930389404
18,7,워슈에서의 일년,경영학전공,학부,2004,/partner/expReport.asp?id=1380&page=2&bgbn=R,1,0.727751612663269
19,6,Wash U에서의 한 학기,경영학전공,학부,2003,/partner/expReport.asp?id=1073&page=2&bgbn=R,1,0.7022072076797485
20,5,Wash U. in St. Louis,사회계열,학부,2003,/partner/expReport.asp?id=1058&page=3&bgbn=R,0,0.5163494348526001
21,4,"Washington Univ., Saint Louis- 최완규",경영학전공,학부,1999-2000,/partner/expReport.asp?id=624&page=3&bgbn=R,1,0.5163494348526001
22,3,Washington Univ. in St.Louis - 이은미,신문방송학과,학부,2001-2002,/partner/expReport.asp?id=606&page=3&bgbn=R,1,0.5212031602859497
23,2,Washington U in St. Louis-강민정,상경계열,학부,2000-2001,/partner/expReport.asp?id=324&page=3&bgbn=R,1,0.5188660621643066
24,1,Washington Univ.-김현아,영어영문학전공,학부,1998,/partner/expReport.asp?id=18&page=3&bgbn=R,0,0.5123575925827026
