,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,32,애증의 Saxion University,언론홍보영상학부,학부,2019,/partner/expReport.asp?id=16174&page=1&bgbn=R,0,0.6874445676803589
1,31,"6개월 간의 네덜란드, 삭시온",경영학과,학부,2016,/partner/expReport.asp?id=15049&page=1&bgbn=R,1,0.7260461449623108
2,30,꿈같았던 Saxion에서의 한 학기,경영학과,학부,2016,/partner/expReport.asp?id=13594&page=1&bgbn=R,0,0.8799393773078918
3,29,평화로운 Enschede에서의 꿈같았던 한 학기,경영학과,학부,2016,/partner/expReport.asp?id=13189&page=1&bgbn=R,1,0.9394147396087646
4,28,"꿈같은 휴식, 여유롭던 네덜란드에서의 생활",경영학과,학부,2015,/partner/expReport.asp?id=12779&page=1&bgbn=R,1,0.8875713348388672
5,27,Deventer 캠퍼스에서의 한 학기,경영학과,학부,2015-2016,/partner/expReport.asp?id=12606&page=1&bgbn=R,0,0.6468037962913513
6,26,여유롭고 평화롭고 자유로웠던 네덜란드 생활,경영학과,학부,2015,/partner/expReport.asp?id=12181&page=1&bgbn=R,1,0.8704013824462891
7,25,2014년도 가을학기 삭시온,의류환경학과,학부,2014,/partner/expReport.asp?id=10708&page=1&bgbn=R,0,0.6832828521728516
8,24,한학기의 힐링! 네덜란드 삭시온!,경영학과,학부,2014,/partner/expReport.asp?id=10671&page=1&bgbn=R,1,0.7446767687797546
9,23,여유롭고 즐거웠던 낭만의 한 학기,경영학과,학부,2013,/partner/expReport.asp?id=7006&page=1&bgbn=R,1,0.9639600515365601
10,22,꿈만 같았던 교환학생 생활.....,경영학과,학부,2013-2014,/partner/expReport.asp?id=6950&page=2&bgbn=R,0,0.783909022808075
11,21,여유로운 생활을 즐길 수 있었던 소도시 생활,경영학과,학부,2013-2014,/partner/expReport.asp?id=6879&page=2&bgbn=R,0,0.8910181522369385
12,20,saxion university에서의 평화로운 생활,경영학과,학부,2013-2014,/partner/expReport.asp?id=6851&page=2&bgbn=R,1,0.7891525030136108
13,19,평화롭고 즐거웠던 엔스크데에서의 6개월,경영학과,학부,2013,/partner/expReport.asp?id=6746&page=2&bgbn=R,1,0.9343448877334595
14,18,saxion에서의 6개월...,노어노문학과,학부,2012,/partner/expReport.asp?id=6736&page=2&bgbn=R,1,0.7294889688491821
15,17,네덜란드에서의 여유로운 생활,경영학과,학부,2013,/partner/expReport.asp?id=6620&page=2&bgbn=R,1,0.8717367053031921
16,16,네덜란드에서의 평화로운 삶과 유럽여행,경영학과,학부,2012,/partner/expReport.asp?id=6365&page=2&bgbn=R,1,0.9335299730300903
17,15,꿈만 같았던 엔스크데에서의 생활,경영학과,학부,2012,/partner/expReport.asp?id=6260&page=2&bgbn=R,0,0.8356732130050659
18,14,네덜란드에서의 짧았던 6개월,경영학과,학부,2012,/partner/expReport.asp?id=6244&page=2&bgbn=R,1,0.8202947378158569
19,13,Saxion University에서의 생활,경영학과,학부,2011,/partner/expReport.asp?id=5948&page=2&bgbn=R,1,0.6078089475631714
20,12,"또 한번의 터닝포인트, 네덜란드 라이프",주거환경학과,학부,2011,/partner/expReport.asp?id=5669&page=3&bgbn=R,1,0.704547107219696
21,11,Life in Holland,경영학과,학부,2011,/partner/expReport.asp?id=5514&page=3&bgbn=R,1,0.4831991493701935
22,10,행복의 절정.,경영학과,학부,2011,/partner/expReport.asp?id=5503&page=3&bgbn=R,1,0.9434888958930969
23,9,네덜란드 교환학생 수기,경영학과,학부,2011,/partner/expReport.asp?id=5489&page=3&bgbn=R,0,0.3597522974014282
24,8,엔스크데에서의 행복한 추억,정치외교학과,학부,2011,/partner/expReport.asp?id=5421&page=3&bgbn=R,1,0.9497732520103455
25,7,"2011년 봄학기, Saxion HS Enschede",경영학과,학부,2011,/partner/expReport.asp?id=5284&page=3&bgbn=R,0,0.5403178334236145
26,6,5개월 동안의 Saxion 생활,경영학과,학부,2009,/partner/expReport.asp?id=4098&page=3&bgbn=R,1,0.5703715085983276
27,5,Saxion Universities를 다녀와서,경영학과,학부,2008,/partner/expReport.asp?id=3770&page=3&bgbn=R,1,0.5858523845672607
28,4,데벤터에서의 생존기,심리학과,학부,2008,/partner/expReport.asp?id=3607&page=3&bgbn=R,1,0.6442745923995972
29,3,Time was soft there :),경영학과,학부,2008,/partner/expReport.asp?id=3555&page=3&bgbn=R,1,0.5001710653305054
30,2,Saxion Univ 경험보고서.,경영학과,학부,2008,/partner/expReport.asp?id=3481&page=4&bgbn=R,0,0.6806586384773254
31,1,"성장의 발판, 네덜란드 그 곳으로 교환학생을 가다.","경영학과, 사회학과",학부,2006,/partner/expReport.asp?id=2623&page=4&bgbn=R,0,0.8355810046195984
