,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,19,해밀턴 지역에서의 1년,컴퓨터과학과,학부,2019,/partner/expReport.asp?id=16397&page=1&bgbn=R,1,0.7468417286872864
1,18,"뉴질랜드에서 보낸, 가장 행복했던 한 학기",경제학과,학부,2018,/partner/expReport.asp?id=15107&page=1&bgbn=R,1,0.9338290691375732
2,17,내 인생 가장 평화로웠던 5개월,영어영문학과,학부,2018,/partner/expReport.asp?id=14929&page=1&bgbn=R,1,0.8765209913253784
3,16,내 생애 최고의 기억,전기전자공학과,학부,2016,/partner/expReport.asp?id=13627&page=1&bgbn=R,1,0.9937269687652588
4,15,"가장 뉴질랜드다운 곳, 해밀턴에서의 한학기",영어영문학과,학부,2015,/partner/expReport.asp?id=12751&page=1&bgbn=R,1,0.9240980744361877
5,14,평화로운 뉴질랜드에서의 소중한 경험,영어영문학과,학부,2015,/partner/expReport.asp?id=12202&page=1&bgbn=R,1,0.9216482639312744
6,13,"여유로운 도시, 해밀턴에서의 한 학기",경영학과,학부,2015,/partner/expReport.asp?id=11972&page=1&bgbn=R,1,0.8652818202972412
7,12,날씨만큼이나 따뜻했던 나라,신문방송학과,학부,2014,/partner/expReport.asp?id=8634&page=1&bgbn=R,0,0.9377580881118774
8,11,해밀턴에서의 한학기,지구시스템과학과,학부,2014,/partner/expReport.asp?id=8614&page=1&bgbn=R,1,0.731432318687439
9,10,Aotearoa : 하얗고 긴 구름의 나라에서,"간호학과, 심리학과",학부,2014,/partner/expReport.asp?id=7465&page=1&bgbn=R,1,0.3887592554092407
10,9,평화로운 뉴질랜드와 한학기.,수학과,학부,2014,/partner/expReport.asp?id=7367&page=2&bgbn=R,1,0.7779597640037537
11,8,"양과 구름의 나라, 뉴질랜드에 가다.",철학과,학부,2013,/partner/expReport.asp?id=6764&page=2&bgbn=R,1,0.7568565011024475
12,7,UOW 경험보고서,체육교육학과,학부,2013,/partner/expReport.asp?id=6743&page=2&bgbn=R,0,0.6901764869689941
13,6,UOW에서의 아름다운 추억,교육학과,학부,2009,/partner/expReport.asp?id=4151&page=2&bgbn=R,1,0.9733158349990845
14,5,Univ. Waikato,중어중문학전공,학부,2003-2004,/partner/expReport.asp?id=1212&page=2&bgbn=R,1,0.515648603439331
15,4,교환학생을 다녀와서,신문방송학과,학부,2003,/partner/expReport.asp?id=1011&page=2&bgbn=R,0,0.6981019377708435
16,3,U of Waikato-김예영,교육학과,학부,2001,/partner/expReport.asp?id=345&page=2&bgbn=R,1,0.17220693826675415
17,2,U of Waikato-나선영,인문학부,학부,1999,/partner/expReport.asp?id=272&page=2&bgbn=R,1,0.5122702717781067
18,1,U of Waikato-이주형,화학공학전공,학부,,/partner/expReport.asp?id=151&page=2&bgbn=R,1,0.5122702717781067
