,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,10,슈타이어에서 한학기,문헌정보학과,학부,2018-2019,/partner/expReport.asp?id=15414&page=1&bgbn=R,1,0.4195614159107208
1,9,슈타이어로 슈슈슝~,식품영양학과/경영학과,학부,2018-2019,/partner/expReport.asp?id=15340&page=1&bgbn=R,1,0.4557524025440216
2,8,아름다운 슈타이어,신문방송학과,학부,2016,/partner/expReport.asp?id=13402&page=1&bgbn=R,1,0.8900626301765442
3,7,슈타이어,의류환경학과,학부,2016,/partner/expReport.asp?id=13295&page=1&bgbn=R,0,0.47254469990730286
4,6,슈타이어에서의 새로운 생활,경영학과,학부,2015-2016,/partner/expReport.asp?id=12661&page=1&bgbn=R,1,0.8364829421043396
5,5,새롭고 즐거웠던 슈타이어에서의 5개월,전기전자공학부,학부,2015-2016,/partner/expReport.asp?id=12650&page=1&bgbn=R,1,0.9084135890007019
6,4,동화같이 아름다운 도시에서의 한학기,의류환경학과,학부,2014-2015,/partner/expReport.asp?id=10753&page=1&bgbn=R,1,0.9350825548171997
7,3,내 생애 가장 행복했던 6개월,정치외교학과,학부,2014,/partner/expReport.asp?id=7365&page=1&bgbn=R,1,0.9770373106002808
8,2,제 2의 고향 슈타이어,생활디자인,학부,2013,/partner/expReport.asp?id=7180&page=1&bgbn=R,0,0.3809294104576111
9,1,가장 행복했던 순간,사회학과,학부,2012-2,/partner/expReport.asp?id=6250&page=1&bgbn=R,1,0.8652998805046082
