,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,14,HUC 경험 보고서,정치외교학과,학부,2009,/partner/expReport.asp?id=4146&page=1&bgbn=R,0,0.6353806853294373
1,13,Huron에서의 교환학생,사학과,학부,2008-2009,/partner/expReport.asp?id=3750&page=1&bgbn=R,1,0.645369291305542
2,12,HUC 경험보고서,영어영문/정치외교,학부,2008-1,/partner/expReport.asp?id=3131&page=1&bgbn=R,0,0.6353806853294373
3,11,HUC 경험보고서,영어영문학과,학부,2007,/partner/expReport.asp?id=2792&page=1&bgbn=R,0,0.6353806853294373
4,10,새로움의 경험,영어영문학과,학부,2006-2007,/partner/expReport.asp?id=2735&page=1&bgbn=R,1,0.6475479602813721
5,9,경험보고서,교육학과,학부,2006,/partner/expReport.asp?id=2325&page=1&bgbn=R,0,0.6995068192481995
6,8,HUC 경험보고서,정치외교학과,학부,2005-2006,/partner/expReport.asp?id=2055&page=1&bgbn=R,0,0.6353806853294373
7,7,휴론에서의 1년..,영어영문학과,학부,2004-2005,/partner/expReport.asp?id=1763&page=1&bgbn=R,0,0.5864472389221191
8,6,Huron University College,교육학과,학부,2005,/partner/expReport.asp?id=1676&page=1&bgbn=R,0,0.4831991493701935
9,5,"발딛는만큼 널따란 곳, Huron",영어문학과,학부,2005,/partner/expReport.asp?id=1565&page=1&bgbn=R,0,0.4693843424320221
10,4,Huron University college 교환 경험보고서,영어영문학전공,학부,2004,/partner/expReport.asp?id=1385&page=2&bgbn=R,0,0.5523271560668945
11,3,Huron Univ. College 경험보고서,영어영문학전공,학부,2004,/partner/expReport.asp?id=1355&page=2&bgbn=R,1,0.6134040355682373
12,2,Huron University College,영어영문학전공,학부,2004,/partner/expReport.asp?id=1276&page=2&bgbn=R,0,0.4831991493701935
13,1,"경험보고서 (HUC at UWO, 2003 Fall)",국어국문학전공,학부,2003,/partner/expReport.asp?id=1139&page=2&bgbn=R,0,0.6365500688552856
